hx,energy,mx,mz
0.0,-0.75,2.1225128187050044e-11,1.0
0.1,-0.7533320849558924,0.0667409739953792,0.997768467837757
0.2,-0.7633127814604901,0.1339324212927062,0.9909598686537202
0.3,-0.7798907870387232,0.2020497056063021,0.9792138652802568
0.4,-0.8029641094498265,0.2716220741400429,0.9618623917240854
0.5,-0.8323510299111607,0.3432716193634801,0.9378015352571444
0.6000000000000001,-0.8677379566418028,0.4177742774237399,0.9052362052787498
0.7000000000000001,-0.9085818725917358,0.4961725683210725,0.8611345905055984
0.8,-0.9719845352135198,0.5800463227242971,0.7998565017236798
0.8200000000000001,-0.9837604492538884,0.5976802594812594,0.7846707883657188
0.8400000000000001,-0.9958923435984116,0.615664972803418,0.7682040115922137
0.8600000000000001,-1.0083875610685065,0.6340400213044534,0.7502594182380398
0.8800000000000001,-1.021254251416065,0.6528485899708522,0.7305942159188725
0.9000000000000001,-1.0345015266287605,0.6721410154371126,0.7088938731674317
0.9200000000000002,-1.0481397138269175,0.6919919087040642,0.684724352262677
0.9400000000000002,-1.0621806614841474,0.7124819710722932,0.657501839022867
0.9600000000000002,-1.0766382045029148,0.7337512175539385,0.6263418906625108
0.9800000000000002,-1.091528965533526,0.7558618584229884,0.590077849064988
1.0000000000000002,-1.106873356314717,0.7791580850995065,0.5463571488285942
1.0200000000000002,-1.1226978799615668,0.8039282351024395,0.4912925061053994
1.0400000000000005,-1.1390399172122732,0.8305677007191421,0.4167031160771206
1.0600000000000005,-1.1559556355152134,0.8591603022518972,0.3033711906080973
1.0800000000000003,-1.1734819973540602,0.8838489641444502,0.1378545846210739
1.1000000000000003,-1.1913452304860117,0.8952732028470649,0.0247010585938579
1.1200000000000003,-1.2093200344979995,0.9013986539313318,0.0016206567182615
1.14,-1.2274091304287544,0.9067719136137178,-0.0007921020310215
1.16,-1.2456032474238483,0.9116832330669372,-0.0006788888147154
1.1800000000000002,-1.263889582490248,0.9160523056723328,-0.0002985797334769
1.3,-1.2841979392143048,0.935392404155632,0.0002086693930504
1.4,-1.3837564973622185,0.9460287259652368,-2.6347524478318865e-05
1.5,-1.483836615184971,0.9540392244764528,-3.520152813119255e-05
1.6,-1.5841561483725242,0.9603049797976018,5.746849220361693e-06
1.7000000000000002,-1.6846184187243929,0.9652522444463512,2.308580418903304e-05
1.8,-1.7850940770964936,0.9693068852610874,0.0001070897217548
1.9,-1.8855906029246607,0.9726676903136456,3.092214830108205e-05
2.0,-2.047519541494672,0.9754897661987814,1.3907830871197927e-06
